z_span,x_chord,side,cp,p_static_kpa,mach_local
-0.4787,0.67925,lower,0.3358,96.493,nan
-0.4787,0.68553,upper,0.942,87.771,nan
-0.4787,0.68553,lower,0.4146,95.359,nan
-0.4787,0.69182,upper,0.9088,88.248,nan
-0.4787,0.69182,lower,0.3563,96.199,nan
-0.4787,0.69811,upper,0.9585,87.534,nan
-0.4787,0.69811,lower,0.405,95.498,nan
-0.4787,0.7044,upper,0.9503,87.653,nan
-0.4787,0.7044,lower,0.3707,95.991,nan
-0.4787,0.71069,upper,0.9194,88.096,nan
-0.4787,0.71069,lower,0.3947,95.646,nan
-0.4787,0.71698,upper,0.9285,87.965,nan
-0.4787,0.71698,lower,0.4486,94.871,nan
-0.4787,0.72327,upper,0.9638,87.457,nan
-0.4787,0.72327,lower,0.396,95.627,nan
-0.4787,0.72956,upper,0.9469,87.701,nan
-0.4787,0.72956,lower,0.3619,96.117,nan
-0.4787,0.73585,upper,0.9811,87.209,nan
-0.4787,0.73585,lower,0.3547,96.221,nan
-0.4787,0.74214,upper,0.9541,87.597,nan
-0.4787,0.74214,lower,0.3646,96.078,nan
-0.4787,0.74843,upper,0.9695,87.376,nan
-0.4787,0.74843,lower,0.3842,95.797,nan
-0.4787,0.75472,upper,0.9531,87.612,nan
-0.4787,0.75472,lower,0.3991,95.582,nan
-0.4787,0.76101,upper,1.0053,86.861,nan
-0.4787,0.76101,lower,0.3472,96.33,nan
-0.4787,0.7673,upper,0.9355,87.865,nan
-0.4787,0.7673,lower,0.3491,96.302,nan
-0.4787,0.77358,upper,0.9327,87.906,nan
-0.4787,0.77358,lower,0.3495,96.297,nan
-0.4787,0.77987,upper,0.9595,87.52,nan
-0.4787,0.77987,lower,0.3986,95.591,nan
-0.4787,0.78616,upper,0.935,87.872,nan
-0.4787,0.78616,lower,0.3879,95.744,nan
-0.4787,0.79245,upper,0.9995,86.943,nan
-0.4787,0.79245,lower,0.423,95.239,nan
-0.4787,0.79874,upper,0.9759,87.284,nan
-0.4787,0.79874,lower,0.357,96.188,nan
-0.4787,0.80503,upper,0.9662,87.423,nan
-0.4787,0.80503,lower,0.3772,95.898,nan
-0.4787,0.81132,upper,1.0472,86.258,nan
-0.4787,0.81132,lower,0.376,95.915,nan
-0.4787,0.81761,upper,0.9815,87.203,nan
-0.4787,0.81761,lower,0.364,96.087,nan
-0.4787,0.8239,upper,0.9097,88.236,nan
-0.4787,0.8239,lower,0.4009,95.557,nan
-0.4787,0.83019,upper,0.9325,87.908,nan
-0.4787,0.83019,lower,0.3842,95.797,nan
-0.4787,0.83648,upper,0.9483,87.681,nan
-0.4787,0.83648,lower,0.3204,96.715,nan
-0.4787,0.84277,upper,1.0267,86.553,nan
-0.4787,0.84277,lower,0.3732,95.955,nan
-0.4787,0.84906,upper,0.9579,87.542,nan
-0.4787,0.84906,lower,0.3839,95.801,nan
-0.4787,0.85535,upper,0.9692,87.38,nan
-0.4787,0.85535,lower,0.3819,95.83,nan
-0.4787,0.86164,upper,0.954,87.599,nan
-0.4787,0.86164,lower,0.4106,95.418,nan
-0.4787,0.86792,upper,0.9568,87.558,nan
-0.4787,0.86792,lower,0.4303,95.134,nan
-0.4787,0.87421,upper,1.024,86.592,nan
-0.4787,0.87421,lower,0.3842,95.797,nan
-0.4787,0.8805,upper,0.9286,87.964,nan
-0.4787,0.8805,lower,0.3729,95.96,nan
-0.4787,0.88679,upper,0.9167,88.136,nan
-0.4787,0.88679,lower,0.3919,95.686,nan
-0.4787,0.89308,upper,1.0134,86.743,nan
-0.4787,0.89308,lower,0.3872,95.754,nan
-0.4787,0.89937,upper,0.9941,87.022,nan
-0.4787,0.89937,lower,0.4162,95.336,nan
-0.4787,0.90566,upper,0.9802,87.222,nan
-0.4787,0.90566,lower,0.3662,96.056,nan
-0.4787,0.91195,upper,0.9407,87.79,nan
-0.4787,0.91195,lower,0.4055,95.49,nan
-0.4787,0.91824,upper,1.0068,86.838,nan
-0.4787,0.91824,lower,0.3864,95.766,nan
-0.4787,0.92453,upper,0.9736,87.317,nan
-0.4787,0.92453,lower,0.4228,95.242,nan
-0.4787,0.93082,upper,1.0293,86.515,nan
-0.4787,0.93082,lower,0.4495,94.857,nan
-0.4787,0.93711,upper,0.9348,87.875,nan
-0.4787,0.93711,lower,0.4144,95.363,nan
-0.4787,0.9434,upper,1.0219,86.622,nan
-0.4787,0.9434,lower,0.3726,95.964,nan
-0.4787,0.94969,upper,1.015,86.72,nan
-0.4787,0.94969,lower,0.4392,95.006,nan
-0.4787,0.95597,upper,1.0055,86.858,nan
-0.4787,0.95597,lower,0.3849,95.787,nan
-0.4787,0.96226,upper,0.9611,87.497,nan
-0.4787,0.96226,lower,0.4523,94.818,nan
-0.4787,0.96855,upper,0.9579,87.542,nan
-0.4787,0.96855,lower,0.3969,95.615,nan
-0.4787,0.97484,upper,1.0083,86.817,nan
-0.4787,0.97484,lower,0.3903,95.709,nan
-0.4787,0.98113,upper,0.9856,87.144,nan
-0.4787,0.98113,lower,0.4239,95.225,nan
-0.4787,0.98742,upper,0.9837,87.172,nan
-0.4787,0.98742,lower,0.4176,95.317,nan
-0.4787,0.99371,upper,0.9852,87.15,nan
-0.4787,0.99371,lower,0.4232,95.236,nan
-0.4787,1.0,upper,1.0453,86.286,nan
-0.4787,1.0,lower,0.4793,94.428,nan
-0.4574,0.0,upper,-3.227,147.756,1.3505
-0.4574,0.0,lower,3.2118,55.113,nan
-0.4574,0.00629,upper,-2.8377,142.154,1.3224
-0.4574,0.00629,lower,2.9125,59.419,nan
-0.4574,0.01258,upper,-2.5924,138.625,1.2833
-0.4574,0.01258,lower,2.5465,64.686,nan
-0.4574,0.01887,upper,-2.282,134.159,1.2566
-0.4574,0.01887,lower,2.3712,67.208,nan
-0.4574,0.02516,upper,-2.0425,130.713,1.2454
-0.4574,0.02516,lower,2.0902,71.251,nan
-0.4574,0.03145,upper,-1.8874,128.481,1.221
-0.4574,0.03145,lower,1.8638,74.508,nan
-0.4574,0.03774,upper,-1.6427,124.96,1.1765
-0.4574,0.03774,lower,1.7008,76.853,nan
-0.4574,0.04403,upper,-1.5198,123.193,1.1812
-0.4574,0.04403,lower,1.518,79.484,nan
-0.4574,0.05031,upper,-1.4265,121.849,1.171
-0.4574,0.05031,lower,1.3441,81.986,nan
-0.4574,0.0566,upper,-1.2242,118.939,1.1134
-0.4574,0.0566,lower,1.1994,84.068,nan
-0.4574,0.06289,upper,-1.0499,116.432,1.1102
-0.4574,0.06289,lower,1.1094,85.363,nan
-0.4574,0.06918,upper,-0.9405,114.857,1.1048
-0.4574,0.06918,lower,0.9885,87.103,nan
-0.4574,0.07547,upper,-0.9449,114.92,1.0981
-0.4574,0.07547,lower,0.9805,87.218,nan
-0.4574,0.08176,upper,-0.7518,112.143,1.0618
-0.4574,0.08176,lower,0.7601,90.388,nan
-0.4574,0.08805,upper,-0.7564,112.208,1.0566
-0.4574,0.08805,lower,0.7223,90.933,nan
-0.4574,0.09434,upper,-0.6241,110.304,1.0359
-0.4574,0.09434,lower,0.6121,92.517,nan
-0.4574,0.10063,upper,-0.5694,109.518,1.0158
-0.4574,0.10063,lower,0.5268,93.745,nan
-0.4574,0.10692,upper,-0.5285,108.929,0.9978
-0.4574,0.10692,lower,0.466,94.62,nan
-0.4574,0.11321,upper,-0.4508,107.811,0.9981
-0.4574,0.11321,lower,0.5301,93.698,nan
-0.4574,0.1195,upper,-0.4323,107.545,0.9977
-0.4574,0.1195,lower,0.4045,95.505,nan
-0.4574,0.12579,upper,-0.305,105.714,0.954
-0.4574,0.12579,lower,0.3288,96.595,nan
-0.4574,0.13208,upper,-0.3139,105.841,0.9617
-0.4574,0.13208,lower,0.2828,97.256,nan
-0.4574,0.13836,upper,-0.2717,105.234,0.9514
-0.4574,0.13836,lower,0.274,97.383,nan
-0.4574,0.14465,upper,-0.2388,104.76,0.9221
-0.4574,0.14465,lower,0.2548,97.659,nan
-0.4574,0.15094,upper,-0.2505,104.929,0.923
-0.4574,0.15094,lower,0.2283,98.04,nan
-0.4574,0.15723,upper,-0.1496,103.478,0.8863
-0.4574,0.15723,lower,0.3051,96.935,nan
-0.4574,0.16352,upper,-0.1486,103.464,0.9132
-0.4574,0.16352,lower,0.2261,98.073,nan
-0.4574,0.16981,upper,-0.2023,104.236,0.9289
-0.4574,0.16981,lower,0.147,99.21,nan
-0.4574,0.1761,upper,-0.0443,101.962,0.853
-0.4574,0.1761,lower,0.2182,98.186,nan
-0.4574,0.18239,upper,-0.0754,102.41,0.8806
-0.4574,0.18239,lower,0.1933,98.543,nan
-0.4574,0.18868,upper,-0.1541,103.542,0.9042
-0.4574,0.18868,lower,0.0479,100.636,nan
-0.4574,0.19497,upper,-0.0955,102.699,0.871
-0.4574,0.19497,lower,0.1069,99.787,nan
-0.4574,0.20126,upper,-0.0193,101.602,0.8348
-0.4574,0.20126,lower,0.1,99.886,nan
-0.4574,0.20755,upper,-0.1034,102.813,0.8802
-0.4574,0.20755,lower,0.1237,99.546,nan
-0.4574,0.21384,upper,-0.0763,102.423,0.8578
-0.4574,0.21384,lower,0.0872,100.07,nan
-0.4574,0.22013,upper,-0.0843,102.538,0.8747
-0.4574,0.22013,lower,0.044,100.692,nan
-0.4574,0.22642,upper,-0.0935,102.67,0.8895
-0.4574,0.22642,lower,0.1513,99.149,nan
-0.4574,0.2327,upper,-0.0684,102.308,0.8693
-0.4574,0.2327,lower,0.0508,100.594,nan
-0.4574,0.23899,upper,-0.0268,101.711,0.8347
-0.4574,0.23899,lower,0.0785,100.196,nan
-0.4574,0.24528,upper,-0.0456,101.981,0.8345
-0.4574,0.24528,lower,0.037,100.792,nan
-0.4574,0.25157,upper,-0.0314,101.777,0.8291
-0.4574,0.25157,lower,0.0519,100.578,nan
-0.4574,0.25786,upper,-0.0715,102.354,0.8591
-0.4574,0.25786,lower,0.0117,101.157,nan
-0.4574,0.26415,upper,0.042,100.72,nan
-0.4574,0.26415,lower,0.0293,100.904,nan
-0.4574,0.27044,upper,-0.0669,102.288,0.8748
-0.4574,0.27044,lower,0.0157,101.098,nan
-0.4574,0.27673,upper,0.0822,100.142,nan
-0.4574,0.27673,lower,0.0002,101.323,nan
-0.4574,0.28302,upper,-0.015,101.542,0.8201
-0.4574,0.28302,lower,-0.0178,101.58,0.8172
-0.4574,0.28931,upper,0.0116,101.158,nan
-0.4574,0.28931,lower,0.0743,100.256,nan
-0.4574,0.2956,upper,0.08,100.174,nan
-0.4574,0.2956,lower,0.0398,100.752,nan
-0.4574,0.30189,upper,-0.0438,101.956,0.8576
-0.4574,0.30189,lower,-0.0036,101.377,0.8034
-0.4574,0.30818,upper,-0.0,101.325,0.7734
-0.4574,0.30818,lower,0.0161,101.094,nan
-0.4574,0.31447,upper,-0.013,101.512,0.8225
-0.4574,0.31447,lower,0.0501,100.604,nan
-0.4574,0.32075,upper,-0.0259,101.698,0.8338
-0.4574,0.32075,lower,0.023,100.994,nan
-0.4574,0.32704,upper,0.1004,99.881,nan
-0.4574,0.32704,lower,0.0246,100.971,nan
-0.4574,0.33333,upper,-0.0211,101.628,0.8192
-0.4574,0.33333,lower,-0.0098,101.466,0.8085
-0.4574,0.33962,upper,-0.0046,101.392,0.8077
-0.4574,0.33962,lower,0.0109,101.168,nan
-0.4574,0.34591,upper,-0.031,101.772,0.8495
-0.4574,0.34591,lower,0.0423,100.716,nan
-0.4574,0.3522,upper,0.0407,100.739,nan
-0.4574,0.3522,lower,0.0157,101.099,nan
-0.4574,0.35849,upper,0.1086,99.762,nan
-0.4574,0.35849,lower,0.0654,100.384,nan
-0.4574,0.36478,upper,0.0297,100.897,nan
-0.4574,0.36478,lower,0.069,100.333,nan
-0.4574,0.37107,upper,0.0306,100.885,nan
-0.4574,0.37107,lower,-0.0,101.325,0.7766
-0.4574,0.37736,upper,0.0118,101.155,nan
-0.4574,0.37736,lower,0.0404,100.743,nan
-0.4574,0.38365,upper,0.0888,100.048,nan
-0.4574,0.38365,lower,0.0504,100.6,nan
-0.4574,0.38994,upper,0.0155,101.102,nan
-0.4574,0.38994,lower,0.0392,100.76,nan
-0.4574,0.39623,upper,0.0461,100.662,nan
-0.4574,0.39623,lower,-0.0416,101.923,0.8534
-0.4574,0.40252,upper,0.0336,100.842,nan
-0.4574,0.40252,lower,0.0742,100.258,nan
-0.4574,0.40881,upper,0.027,100.937,nan
-0.4574,0.40881,lower,0.0181,101.064,nan
-0.4574,0.41509,upper,0.026,100.951,nan
-0.4574,0.41509,lower,0.0811,100.158,nan
-0.4574,0.42138,upper,0.054,100.548,nan
-0.4574,0.42138,lower,0.0499,100.607,nan
-0.4574,0.42767,upper,-0.0696,102.326,0.8644
-0.4574,0.42767,lower,-0.0122,101.5,0.8117
-0.4574,0.43396,upper,0.0794,100.182,nan
-0.4574,0.43396,lower,-0.0116,101.491,0.8263
-0.4574,0.44025,upper,0.029,100.908,nan
-0.4574,0.44025,lower,0.0386,100.769,nan
-0.4574,0.44654,upper,0.0232,100.991,nan
-0.4574,0.44654,lower,0.0613,100.443,nan
-0.4574,0.45283,upper,0.0281,100.92,nan
-0.4574,0.45283,lower,0.0071,101.223,nan
-0.4574,0.45912,upper,0.0275,100.93,nan
-0.4574,0.45912,lower,0.0113,101.163,nan
-0.4574,0.46541,upper,0.0512,100.588,nan
-0.4574,0.46541,lower,0.0049,101.254,nan
-0.4574,0.4717,upper,-0.031,101.771,0.8256
-0.4574,0.4717,lower,0.0584,100.485,nan
-0.4574,0.47799,upper,0.0439,100.693,nan
-0.4574,0.47799,lower,0.0537,100.553,nan
-0.4574,0.48428,upper,0.1085,99.764,nan
-0.4574,0.48428,lower,0.0183,101.061,nan
-0.4574,0.49057,upper,0.0485,100.628,nan
-0.4574,0.49057,lower,0.0347,100.826,nan
-0.4574,0.49686,upper,-0.0346,101.823,0.8381
-0.4574,0.49686,lower,0.023,100.995,nan
-0.4574,0.50314,upper,-0.02,101.613,0.8223
-0.4574,0.50314,lower,0.0331,100.849,nan
-0.4574,0.50943,upper,0.0024,101.29,nan
-0.4574,0.50943,lower,-0.0075,101.432,0.8058
-0.4574,0.51572,upper,0.0957,99.948,nan
-0.4574,0.51572,lower,0.0201,101.035,nan
-0.4574,0.52201,upper,0.0424,100.715,nan
-0.4574,0.52201,lower,0.0494,100.614,nan
-0.4574,0.5283,upper,-0.0129,101.511,0.8096
-0.4574,0.5283,lower,0.0091,101.194,nan
-0.4574,0.53459,upper,0.0493,100.615,nan
-0.4574,0.53459,lower,0.0613,100.443,nan
-0.4574,0.54088,upper,0.103,99.842,nan
-0.4574,0.54088,lower,0.0311,100.877,nan
-0.4574,0.54717,upper,0.1822,98.704,nan
-0.4574,0.54717,lower,0.0435,100.699,nan
-0.4574,0.55346,upper,0.1233,99.551,nan
-0.4574,0.55346,lower,0.109,99.756,nan
-0.4574,0.55975,upper,0.1906,98.583,nan
-0.4574,0.55975,lower,0.0754,100.24,nan
-0.4574,0.56604,upper,0.2137,98.25,nan
-0.4574,0.56604,lower,0.0935,99.979,nan
-0.4574,0.57233,upper,0.2986,97.029,nan
-0.4574,0.57233,lower,0.1144,99.679,nan
-0.4574,0.57862,upper,0.4073,95.464,nan
-0.4574,0.57862,lower,0.2316,97.993,nan
-0.4574,0.58491,upper,0.5124,93.952,nan
-0.4574,0.58491,lower,0.2082,98.329,nan
-0.4574,0.59119,upper,0.5363,93.609,nan
-0.4574,0.59119,lower,0.2065,98.353,nan
-0.4574,0.59748,upper,0.6475,92.008,nan
-0.4574,0.59748,lower,0.2267,98.064,nan
-0.4574,0.60377,upper,0.6777,91.574,nan
-0.4574,0.60377,lower,0.2221,98.13,nan
-0.4574,0.61006,upper,0.7553,90.458,nan
-0.4574,0.61006,lower,0.2746,97.375,nan
-0.4574,0.61635,upper,0.7649,90.32,nan
-0.4574,0.61635,lower,0.3466,96.338,nan
-0.4574,0.62264,upper,0.8863,88.572,nan
-0.4574,0.62264,lower,0.3035,96.959,nan
-0.4574,0.62893,upper,0.8118,89.645,nan
-0.4574,0.62893,lower,0.2851,97.223,nan
-0.4574,0.63522,upper,0.8745,88.743,nan
-0.4574,0.63522,lower,0.3421,96.402,nan
-0.4574,0.64151,upper,0.9202,88.086,nan
-0.4574,0.64151,lower,0.3219,96.694,nan
-0.4574,0.6478,upper,0.8749,88.737,nan
-0.4574,0.6478,lower,0.3146,96.798,nan
-0.4574,0.65409,upper,0.9453,87.724,nan
-0.4574,0.65409,lower,0.3187,96.74,nan
-0.4574,0.66038,upper,0.8992,88.386,nan
-0.4574,0.66038,lower,0.285,97.224,nan
-0.4574,0.66667,upper,0.9196,88.094,nan
-0.4574,0.66667,lower,0.3704,95.995,nan
-0.4574,0.67296,upper,0.9524,87.622,nan
-0.4574,0.67296,lower,0.365,96.073,nan
-0.4574,0.67925,upper,0.9869,87.126,nan
-0.4574,0.67925,lower,0.4122,95.395,nan
-0.4574,0.68553,upper,0.9486,87.677,nan
-0.4574,0.68553,lower,0.3529,96.247,nan
-0.4574,0.69182,upper,0.9014,88.355,nan
-0.4574,0.69182,lower,0.3763,95.91,nan
-0.4574,0.69811,upper,0.8716,88.784,nan
-0.4574,0.69811,lower,0.3878,95.745,nan
-0.4574,0.7044,upper,0.9533,87.609,nan
-0.4574,0.7044,lower,0.3895,95.72,nan
-0.4574,0.71069,upper,0.9818,87.199,nan
-0.4574,0.71069,lower,0.3911,95.697,nan
-0.4574,0.71698,upper,0.9806,87.217,nan
-0.4574,0.71698,lower,0.3461,96.345,nan
-0.4574,0.72327,upper,0.9242,88.028,nan
-0.4574,0.72327,lower,0.3589,96.161,nan
-0.4574,0.72956,upper,0.9958,86.997,nan
-0.4574,0.72956,lower,0.3447,96.365,nan
-0.4574,0.73585,upper,0.996,86.994,nan
-0.4574,0.73585,lower,0.3989,95.585,nan
-0.4574,0.74214,upper,0.9255,88.009,nan
-0.4574,0.74214,lower,0.3225,96.684,nan
-0.4574,0.74843,upper,0.991,87.066,nan
-0.4574,0.74843,lower,0.4516,94.828,nan
-0.4574,0.75472,upper,0.9351,87.871,nan
-0.4574,0.75472,lower,0.4356,95.057,nan
-0.4574,0.76101,upper,0.9157,88.149,nan
-0.4574,0.76101,lower,0.4215,95.26,nan
-0.4574,0.7673,upper,0.9321,87.914,nan
-0.4574,0.7673,lower,0.3791,95.87,nan
-0.4574,0.77358,upper,0.9467,87.703,nan
-0.4574,0.77358,lower,0.3854,95.78,nan
-0.4574,0.77987,upper,1.0011,86.921,nan
-0.4574,0.77987,lower,0.3212,96.704,nan
-0.4574,0.78616,upper,0.9931,87.036,nan
-0.4574,0.78616,lower,0.4128,95.386,nan
-0.4574,0.79245,upper,0.9293,87.954,nan
-0.4574,0.79245,lower,0.3403,96.429,nan
-0.4574,0.79874,upper,0.9993,86.946,nan
-0.4574,0.79874,lower,0.3678,96.034,nan
-0.4574,0.80503,upper,0.918,88.117,nan
-0.4574,0.80503,lower,0.3667,96.048,nan
-0.4574,0.81132,upper,0.8848,88.594,nan
-0.4574,0.81132,lower,0.3389,96.449,nan
-0.4574,0.81761,upper,0.9899,87.082,nan
-0.4574,0.81761,lower,0.3274,96.614,nan
-0.4574,0.8239,upper,0.937,87.843,nan
-0.4574,0.8239,lower,0.3891,95.726,nan
-0.4574,0.83019,upper,0.9521,87.626,nan
-0.4574,0.83019,lower,0.3571,96.187,nan
-0.4574,0.83648,upper,0.9423,87.766,nan
-0.4574,0.83648,lower,0.4504,94.844,nan
-0.4574,0.84277,upper,0.9739,87.313,nan
-0.4574,0.84277,lower,0.3977,95.603,nan
-0.4574,0.84906,upper,0.9968,86.984,nan
-0.4574,0.84906,lower,0.4255,95.202,nan
-0.4574,0.85535,upper,0.952,87.627,nan
-0.4574,0.85535,lower,0.3933,95.667,nan
-0.4574,0.86164,upper,0.9389,87.816,nan
-0.4574,0.86164,lower,0.3167,96.769,nan
-0.4574,0.86792,upper,0.9601,87.511,nan
-0.4574,0.86792,lower,0.4,95.57,nan
-0.4574,0.87421,upper,0.9959,86.996,nan
-0.4574,0.87421,lower,0.3676,96.037,nan
-0.4574,0.8805,upper,0.935,87.872,nan
-0.4574,0.8805,lower,0.3577,96.178,nan
-0.4574,0.88679,upper,1.0148,86.724,nan
-0.4574,0.88679,lower,0.4472,94.89,nan
-0.4574,0.89308,upper,0.9408,87.788,nan
-0.4574,0.89308,lower,0.4046,95.503,nan
-0.4574,0.89937,upper,0.9804,87.219,nan
-0.4574,0.89937,lower,0.4247,95.215,nan
-0.4574,0.90566,upper,0.9989,86.952,nan
-0.4574,0.90566,lower,0.4045,95.506,nan
-0.4574,0.91195,upper,1.0173,86.688,nan
-0.4574,0.91195,lower,0.4584,94.73,nan
-0.4574,0.91824,upper,1.0185,86.671,nan
-0.4574,0.91824,lower,0.3903,95.709,nan
-0.4574,0.92453,upper,0.9746,87.303,nan
-0.4574,0.92453,lower,0.3754,95.924,nan
-0.4574,0.93082,upper,1.0623,86.041,nan
-0.4574,0.93082,lower,0.4346,95.072,nan
-0.4574,0.93711,upper,1.0007,86.926,nan
-0.4574,0.93711,lower,0.4665,94.614,nan
-0.4574,0.9434,upper,1.0111,86.777,nan
-0.4574,0.9434,lower,0.3693,96.012,nan
-0.4574,0.94969,upper,0.9825,87.188,nan
-0.4574,0.94969,lower,0.4277,95.171,nan
-0.4574,0.95597,upper,0.9782,87.251,nan
-0.4574,0.95597,lower,0.4604,94.701,nan
-0.4574,0.96226,upper,1.0311,86.489,nan
-0.4574,0.96226,lower,0.3923,95.681,nan
-0.4574,0.96855,upper,0.9892,87.092,nan
-0.4574,0.96855,lower,0.4097,95.431,nan
-0.4574,0.97484,upper,1.039,86.376,nan
-0.4574,0.97484,lower,0.4096,95.431,nan
-0.4574,0.98113,upper,1.0146,86.726,nan
-0.4574,0.98113,lower,0.4001,95.568,nan
-0.4574,0.98742,upper,0.9861,87.137,nan
-0.4574,0.98742,lower,0.3995,95.577,nan
-0.4574,0.99371,upper,1.0565,86.124,nan
-0.4574,0.99371,lower,0.4231,95.237,nan
-0.4574,1.0,upper,1.0313,86.486,nan
-0.4574,1.0,lower,0.4456,94.914,nan
-0.4362,0.0,upper,-3.1566,146.743,1.3484
-0.4362,0.0,lower,3.2675,54.312,nan
-0.4362,0.00629,upper,-2.8624,142.509,1.3134
-0.4362,0.00629,lower,2.939,59.038,nan
-0.4362,0.01258,upper,-2.6002,138.737,1.3034
-0.4362,0.01258,lower,2.6317,63.46,nan
-0.4362,0.01887,upper,-2.3498,135.134,1.2594
-0.4362,0.01887,lower,2.3329,67.759,nan
-0.4362,0.02516,upper,-2.1148,131.753,1.2399
-0.4362,0.02516,lower,2.0802,71.394,nan
-0.4362,0.03145,upper,-1.8719,128.258,1.2299
-0.4362,0.03145,lower,1.8148,75.214,nan
-0.4362,0.03774,upper,-1.7136,125.981,1.2028
-0.4362,0.03774,lower,1.6585,77.463,nan
-0.4362,0.04403,upper,-1.5628,123.81,1.1856
-0.4362,0.04403,lower,1.5235,79.405,nan
-0.4362,0.05031,upper,-1.3579,120.862,1.1509
-0.4362,0.05031,lower,1.3108,82.464,nan
-0.4362,0.0566,upper,-1.2205,118.886,1.1323
-0.4362,0.0566,lower,1.2603,83.191,nan
-0.4362,0.06289,upper,-1.1425,117.764,1.1158
-0.4362,0.06289,lower,1.1545,84.713,nan
-0.4362,0.06918,upper,-1.0164,115.95,1.0932
-0.4362,0.06918,lower,0.9651,87.438,nan
-0.4362,0.07547,upper,-0.9436,114.902,1.0911
-0.4362,0.07547,lower,0.8411,89.223,nan
-0.4362,0.08176,upper,-0.764,112.318,1.0542
-0.4362,0.08176,lower,0.7921,89.928,nan
-0.4362,0.08805,upper,-0.6847,111.177,1.0421
-0.4362,0.08805,lower,0.7141,91.051,nan
-0.4362,0.09434,upper,-0.5775,109.633,1.0284
-0.4362,0.09434,lower,0.6002,92.69,nan
-0.4362,0.10063,upper,-0.5466,109.19,1.0204
-0.4362,0.10063,lower,0.6366,92.165,nan
-0.4362,0.10692,upper,-0.5302,108.954,1.0123
-0.4362,0.10692,lower,0.4683,94.587,nan
-0.4362,0.11321,upper,-0.4519,107.827,1.0167
-0.4362,0.11321,lower,0.4633,94.659,nan
-0.4362,0.1195,upper,-0.4321,107.541,0.9912
-0.4362,0.1195,lower,0.3681,96.029,nan
-0.4362,0.12579,upper,-0.3776,106.759,0.9794
-0.4362,0.12579,lower,0.3634,96.096,nan
-0.4362,0.13208,upper,-0.298,105.613,0.9504
-0.4362,0.13208,lower,0.3134,96.816,nan
-0.4362,0.13836,upper,-0.3179,105.899,0.9656
-0.4362,0.13836,lower,0.2399,97.874,nan
-0.4362,0.14465,upper,-0.2337,104.687,0.9317
-0.4362,0.14465,lower,0.2741,97.381,nan
-0.4362,0.15094,upper,-0.1846,103.98,0.9263
-0.4362,0.15094,lower,0.2465,97.779,nan
-0.4362,0.15723,upper,-0.2416,104.801,0.9451
-0.4362,0.15723,lower,0.2736,97.389,nan
-0.4362,0.16352,upper,-0.1385,103.317,0.8942
-0.4362,0.16352,lower,0.185,98.663,nan
-0.4362,0.16981,upper,-0.1468,103.438,0.8904
-0.4362,0.16981,lower,0.205,98.376,nan
-0.4362,0.1761,upper,-0.1835,103.965,0.9062
-0.4362,0.1761,lower,0.1668,98.925,nan
-0.4362,0.18239,upper,-0.2098,104.343,0.933
-0.4362,0.18239,lower,0.1444,99.248,nan
-0.4362,0.18868,upper,-0.038,101.872,0.8435
-0.4362,0.18868,lower,0.0986,99.906,nan
-0.4362,0.19497,upper,-0.1351,103.269,0.8915
-0.4362,0.19497,lower,0.1261,99.51,nan
-0.4362,0.20126,upper,-0.1026,102.801,0.8959
-0.4362,0.20126,lower,0.1317,99.43,nan
-0.4362,0.20755,upper,-0.0576,102.154,0.8607
-0.4362,0.20755,lower,0.1428,99.27,nan
-0.4362,0.21384,upper,-0.0016,101.348,0.7853
-0.4362,0.21384,lower,0.0742,100.257,nan
-0.4362,0.22013,upper,-0.07,102.332,0.8688
-0.4362,0.22013,lower,0.1262,99.509,nan
-0.4362,0.22642,upper,-0.05,102.045,0.8487
-0.4362,0.22642,lower,0.0427,100.71,nan
-0.4362,0.2327,upper,-0.0412,101.917,0.8311
-0.4362,0.2327,lower,0.0664,100.369,nan
-0.4362,0.23899,upper,-0.0601,102.189,0.8503
-0.4362,0.23899,lower,0.0087,101.199,nan
-0.4362,0.24528,upper,-0.0784,102.453,0.8821
-0.4362,0.24528,lower,0.0735,100.268,nan
-0.4362,0.25157,upper,-0.0669,102.287,0.8711
-0.4362,0.25157,lower,0.1089,99.758,nan
-0.4362,0.25786,upper,-0.0322,101.789,0.8459
-0.4362,0.25786,lower,0.0565,100.513,nan
-0.4362,0.26415,upper,-0.0376,101.866,0.8464
-0.4362,0.26415,lower,-0.0023,101.358,0.812
-0.4362,0.27044,upper,-0.0395,101.894,0.8259
-0.4362,0.27044,lower,0.0343,100.831,nan
-0.4362,0.27673,upper,0.0565,100.513,nan
-0.4362,0.27673,lower,0.0358,100.809,nan
-0.4362,0.28302,upper,0.048,100.635,nan
-0.4362,0.28302,lower,0.0705,100.31,nan
-0.4362,0.28931,upper,-0.0151,101.543,0.82
-0.4362,0.28931,lower,0.0333,100.845,nan
-0.4362,0.2956,upper,0.0402,100.746,nan
-0.4362,0.2956,lower,0.0717,100.293,nan
-0.4362,0.30189,upper,-0.0032,101.371,0.792
-0.4362,0.30189,lower,0.0215,101.016,nan
-0.4362,0.30818,upper,0.0281,100.92,nan
-0.4362,0.30818,lower,0.063,100.419,nan
-0.4362,0.31447,upper,0.0123,101.149,nan
-0.4362,0.31447,lower,0.054,100.548,nan
-0.4362,0.32075,upper,-0.0087,101.451,0.8192
-0.4362,0.32075,lower,0.0507,100.595,nan
