seq,session,level,module,msg_code,iter,elapsed_raw,resid_cont,resid_mom,resid_energy,cells_k,mem_mb,cpu_pct,gpu_util,node_id,rank,thread,queue_depth,retry,flag,checksum,note,free_text
142,sess-A,INFO,io,4304,66,1.013,3.1091480657328654e-05,0.0005462171006996825,5.299037112257912e-06,3349,28150,16.8,69.3,11,230,1,0,0,0,7cc6b462,,step 142 hold
143,sess-C,INFO,turb,6378,4081,18.492,0.002342596879652844,0.00037179161923821486,0.0002180746811961898,908,22248,69.6,90.0,13,209,57,36,1,1,2a366160,,step 143 div
144,sess-B,ERROR,post,1654,3183,6.698,0.0017052123449605673,9.934934053156337e-07,0.00010094283034948224,3376,23170,69.5,89.8,21,153,45,43,0,0,70767700,stall,step 144 conv
145,sess-A,DEBUG,chem,9956,200,1.684,0.00015932396821137713,0.00023317180957618282,4.0264277031219084e-05,1336,6737,51.0,80.3,1,128,30,36,3,1,f9718efa,ok,step 145 hold
146,sess-A,DEBUG,solver,1525,1896,4.209,0.002497070784862764,0.001974256224467081,1.768447485831663e-05,4125,788,43.7,77.3,19,7,52,10,3,0,5f72550d,retry,step 146 flux
147,sess-D,DEBUG,chem,3636,3153,8.758,8.985854551853569e-05,0.00037783383846404694,1.2910065897009537e-05,3520,8746,92.3,18.9,37,161,35,59,1,1,eeeb8ac0,stall,step 147 conv
148,sess-B,INFO,chem,8060,407,9.474,0.0015953364738628163,0.0007946217490978378,0.00023461884179930208,1965,4679,61.4,39.3,5,40,3,51,3,0,cbab4b9c,,step 148 flux
149,sess-C,INFO,io,6575,386,36.906,0.0006604342171286861,0.0004789647944067243,0.00010165036887427014,2997,14867,30.7,55.2,2,65,31,33,3,1,7face016,stall,step 149 div
150,sess-B,INFO,mesh,2945,2889,26.33,0.000805633072252424,0.0001654226295673536,6.925908847403602e-05,2045,20466,96.5,17.1,41,251,30,9,0,0,699b9f5d,,step 150 div
151,sess-A,WARN,turb,4025,3916,4.602,0.001304747305630229,0.0009927558392939407,0.00021149216336750914,3933,20535,96.4,71.9,23,185,22,55,3,1,04107fc9,skip,step 151 hold
152,sess-D,INFO,chem,3828,1848,14.455,0.0005581979021738461,0.0004562719048447681,0.00024484766953718884,1468,32229,94.8,0.4,13,112,31,12,2,1,a0a6f26d,,step 152 conv
153,sess-A,INFO,post,3443,4008,13.986,0.000535989651902099,0.0004136085212273365,7.2477138512644535e-06,4032,8926,77.0,85.5,10,128,8,32,3,0,e0b5f8c0,clamp,step 153 hold
154,sess-D,WARN,solver,8061,4179,2.868,0.00021350872819484083,0.000834099568976408,0.00021628883772286092,3583,12681,77.1,51.3,1,229,14,15,0,1,587788de,ok,step 154 div
155,sess-D,WARN,solver,5592,4946,26.771,0.001541106331314571,0.0001920200350919335,4.4285178379501905e-05,3763,8078,97.4,48.2,29,185,30,13,0,1,e1a7968c,,step 155 div
156,sess-D,DEBUG,solver,8292,1558,9.231,0.0017656921877305008,0.000345662225805149,0.00016287936288083218,3147,31977,52.6,27.8,44,193,48,34,2,0,08bd83a2,clamp,step 156 conv
157,sess-A,INFO,solver,3555,694,2.616,0.00026141489047491143,0.001152584246131794,5.404050290411533e-05,3136,24030,94.4,56.7,4,223,18,63,1,1,9c626dd8,retry,step 157 hold
158,sess-C,INFO,alloc,2772,3525,6.743,8.678532686429391e-05,0.0008033534937011156,8.295127437470422e-05,2462,25155,74.8,1.8,27,31,33,40,0,0,cf458034,ok,step 158 hold
159,sess-A,WARN,post,5126,4073,7.38,0.0008046040746083537,0.00015607128447466578,4.2706268463166925e-06,4070,6750,92.5,28.9,34,200,60,18,0,1,8153426c,stall,step 159 hold
160,sess-A,INFO,io,3705,4326,21.423,0.00148733439654645,0.00045266864254160405,7.461315429130762e-06,1329,7837,81.5,10.8,8,108,55,0,3,1,193a2a04,,step 160 flux
161,sess-B,WARN,solver,7299,1719,11.33,0.001443258288180288,0.0003553857258871941,0.00022309270292033645,1695,21761,51.5,54.6,24,226,31,42,1,1,bea50bde,,step 161 flux
162,sess-A,INFO,chem,8551,3517,4.688,0.0005879633722353022,0.00019386154722060336,5.30858140547269e-05,4003,25891,22.8,98.4,34,51,60,58,3,0,d77e3b60,,step 162 flux
163,sess-D,WARN,alloc,7774,4975,7.482,0.0004908485344040862,2.3241235138950984e-05,0.000321030384999247,1822,17799,59.8,36.9,26,28,55,33,2,1,dfe62937,ok,step 163 flux
164,sess-B,INFO,bc,3605,1936,13.58,0.002974136314423741,5.091523447986163e-05,0.00019221930413423406,3129,6624,29.6,27.1,32,40,4,33,1,0,538edfae,ok,step 164 hold
165,sess-D,DEBUG,post,8535,4923,12.234,0.0018655446016911667,0.00018973456303940237,0.0002957624627344545,4199,14838,71.9,51.3,11,128,62,0,2,0,a35e536a,ok,step 165 conv
166,sess-B,DEBUG,post,4625,502,9.416,0.0001338112130139894,0.000232075673117768,3.783639533599946e-05,1063,8574,66.7,38.0,17,141,11,20,0,1,4124b5f2,skip,step 166 div
167,sess-A,INFO,chem,5064,2394,20.366,0.00029666041580427173,0.000404198227832872,0.0001043950405139183,1671,21530,35.2,34.0,4,116,24,52,3,1,26e2d39b,stall,step 167 flux
168,sess-B,INFO,post,8266,3822,3.391,0.0009246265675064602,0.0010362556016160862,3.0023225085182223e-05,1883,6283,70.6,35.2,44,215,45,6,1,1,f0ade40c,ok,step 168 div
169,sess-A,INFO,solver,6202,3849,1.975,0.00251083837044944,0.00121809329630349,2.8772397202883582e-05,2680,25928,89.8,20.9,15,72,0,9,2,0,f89047f8,ok,step 169 flux
170,sess-A,INFO,chem,4300,3116,30.342,0.0002610060872586062,0.00025196545095616444,5.7313446086443146e-05,2446,23138,29.9,92.4,30,37,14,17,3,0,29f19f20,skip,step 170 hold
171,sess-B,WARN,chem,5977,2754,14.449,0.005043228762291656,0.0004590246369479103,1.8323017667956572e-05,3560,25579,23.9,63.3,8,14,39,55,1,1,b123fab2,stall,step 171 conv
172,sess-A,INFO,chem,4799,3886,12.304,3.514314988795607e-05,0.00018515289513785924,0.00034225900236260016,2508,27548,42.1,78.2,2,217,16,3,3,0,40f509d0,clamp,step 172 hold
173,sess-A,DEBUG,chem,7222,2289,11.76,8.440533264334268e-05,4.2704779613872553e-05,0.00022704041520300722,1746,8373,56.7,48.3,2,47,10,40,1,0,0c48df57,skip,step 173 div
174,sess-B,DEBUG,alloc,7499,3924,1.904,0.0008314854047068131,0.00040584430129873757,0.00027084374206238956,1465,9137,57.9,97.8,10,25,38,30,3,0,bb85ab66,clamp,step 174 hold
175,sess-B,INFO,io,3255,1136,6.097,0.0014509064526443103,0.001142753945917583,1.2509314096488866e-05,4017,16998,81.1,95.3,45,239,7,58,0,1,2d3073f0,stall,step 175 div
176,sess-D,DEBUG,solver,7066,3948,21.877,1.6610688949438967e-05,0.0014436593502588288,0.0001006918755227098,1755,15904,13.6,53.0,21,6,56,10,0,0,0763584e,skip,step 176 div
177,sess-D,INFO,bc,5298,1732,0.849,0.0011156658313628413,0.0005218486144619957,0.0002614300813189905,1810,14572,43.9,22.3,12,85,30,59,1,1,7dc97d10,retry,step 177 hold
178,sess-A,INFO,mesh,1880,197,4.252,0.005543478878744924,0.0004928661599499622,7.325654698933533e-05,2282,28358,30.2,70.5,2,205,0,18,3,1,1a5f355c,skip,step 178 flux
179,sess-B,WARN,bc,6488,4491,12.038,0.000675247197608855,0.0010019372769064624,2.3569812237854087e-05,2402,6531,92.2,87.4,7,62,58,29,2,0,0c068acc,stall,step 179 conv
180,sess-A,WARN,post,7978,3331,3.384,0.0006066102908568204,0.001558923682226739,8.553774772385541e-05,865,7232,34.0,32.1,24,24,7,40,2,1,8800c32e,retry,step 180 div
181,sess-D,INFO,chem,1622,1045,0.263,0.0004865601046995366,0.002238773654740865,1.9032582118303908e-06,1347,23925,82.8,11.7,16,193,3,41,3,1,eb1b8c63,ok,step 181 conv
182,sess-C,INFO,bc,3831,1445,22.888,0.0006358901994964373,0.0006620156566451886,2.2004706541197576e-05,1754,22393,23.0,87.0,38,204,7,6,3,1,77e6d6f8,clamp,step 182 hold
183,sess-D,INFO,alloc,6264,2301,12.557,0.0011413754043886704,0.001214955132264186,0.0001493268736799988,3708,20496,18.9,61.6,16,46,24,23,1,0,54ca4b53,ok,step 183 flux
184,sess-B,INFO,mesh,3720,1597,0.86,0.002150981337438968,0.0005519987741470207,0.00011237731751754146,864,9442,69.0,25.0,24,44,12,7,3,0,d89dc0cf,clamp,step 184 flux
185,sess-C,INFO,post,1469,4034,9.222,0.007426179778075277,0.0018864721643214893,0.0001728959795023801,3309,3043,36.7,96.0,25,26,57,33,0,0,0d3cc387,ok,step 185 flux
186,sess-B,WARN,chem,9854,1667,11.662,0.0004731390738015426,0.0005122136141348425,0.00012436829666599968,885,21176,48.4,30.3,10,180,52,54,2,1,5b9998ea,clamp,step 186 hold
187,sess-A,INFO,turb,4300,4004,31.434,0.00028028527376895273,0.0005514016782004286,9.96880752502512e-05,3288,6352,54.9,83.0,23,156,29,56,1,0,459fbb86,retry,step 187 conv
188,sess-D,INFO,post,2983,3832,31.052,0.000695577845034774,0.0013209872412373246,7.59385732049919e-05,2539,18280,82.6,30.3,3,31,22,49,0,1,56d416a0,clamp,step 188 div
189,sess-B,INFO,mesh,9426,1934,20.319,0.0013547557797276449,0.00032987557728831343,0.0002109829901149812,3584,21911,99.0,98.8,36,45,18,38,3,1,61e0602e,ok,step 189 hold
190,sess-D,INFO,chem,7221,629,15.171,0.00045730018348617753,0.000673209386292303,2.7186983339059685e-05,941,19869,36.9,68.4,2,79,51,32,0,1,bef61bd4,clamp,step 190 flux
191,sess-B,INFO,post,8466,4875,2.36,0.0024608321680187483,0.0006083149281710302,1.4081595297552158e-05,1849,7672,61.2,88.4,15,211,3,51,0,0,ca209c43,ok,step 191 hold
192,sess-B,WARN,alloc,8488,2755,1.025,0.000987392901027221,0.0011726358214735088,4.502977017003513e-06,3286,17422,73.1,61.8,3,168,21,29,1,0,cbc0d745,retry,step 192 hold
193,sess-A,WARN,chem,3144,2772,3.734,0.0003472062615870562,0.0007946574389316801,0.00016185893803494716,2746,9198,78.7,65.4,23,212,57,50,1,0,aca5d6c5,skip,step 193 flux
194,sess-C,ERROR,solver,3555,4176,32.007,0.0008477690223072798,0.0008241932115702971,8.407798383224453e-05,2997,2199,63.1,17.0,7,39,20,10,2,0,31593f57,clamp,step 194 conv
195,sess-C,ERROR,mesh,7348,491,19.43,0.0011008459594310097,0.0014400508891494407,6.920599560086989e-05,1253,19787,52.9,95.9,43,34,2,16,2,0,e0039d79,ok,step 195 flux
196,sess-D,INFO,bc,9367,1351,13.312,0.0027914293849478733,0.0018994823846151712,0.0001910940070985664,4175,16240,24.5,1.4,36,69,25,13,2,1,31af550c,skip,step 196 flux
197,sess-A,ERROR,io,4824,3658,13.062,0.0013847064388695825,0.0021723034562208484,0.000149073011881379,813,25716,18.4,93.8,42,141,22,52,2,1,7aece096,clamp,step 197 div
198,sess-C,INFO,turb,7241,1846,5.734,0.00018810983792166667,0.0010429133588014366,0.0002223099718266997,1671,20024,12.9,79.0,17,207,48,53,3,1,f929cbe4,,step 198 div
199,sess-C,TRACE,alloc,6665,2269,8.284,4.529334855552574e-05,0.0019124394124611778,1.6511796288591077e-05,2911,13101,52.3,36.2,27,226,35,15,3,1,1e880cfc,clamp,step 199 flux
200,sess-C,WARN,turb,7160,2883,4.114,0.001286064049314934,0.001915324951337132,0.00019490599899691863,1931,8241,13.1,3.1,22,244,33,42,3,1,9912602e,,step 200 conv
201,sess-C,TRACE,turb,6345,3769,2.635,9.064236460525913e-05,0.0030360405482226043,0.00026199318230884394,809,9439,60.3,28.4,42,123,37,5,1,0,11d4f2dd,skip,step 201 hold
202,sess-C,TRACE,solver,2599,27,3.071,0.00030937456694321987,0.0015887283376376147,8.280098549188343e-05,2241,6295,75.4,29.6,15,57,30,44,0,0,9c832b16,clamp,step 202 conv
203,sess-D,INFO,bc,6510,3713,2.739,0.0005183714688052146,0.0009933219762180382,1.1346156314813276e-05,2784,6977,12.7,56.5,9,10,35,46,2,1,221fec16,stall,step 203 div
204,sess-A,INFO,chem,3514,640,16.733,0.0014044483858288747,0.00026689935438980187,0.00015940851747898635,3243,24564,49.2,59.2,38,222,46,57,1,0,0362be00,stall,step 204 conv
205,sess-D,INFO,chem,2525,1642,16.653,0.00018857727258686808,0.001597296634719207,3.842742559571404e-05,2437,26656,43.8,41.1,23,40,11,21,2,0,6fe31af7,stall,step 205 flux
206,sess-C,INFO,turb,2680,2232,15.207,0.0008365675312255355,0.004104817394092086,9.770358401401835e-06,4177,1400,84.6,43.6,12,213,2,49,1,1,a545c7cd,clamp,step 206 div
207,sess-A,INFO,solver,7751,967,6.272,0.0019889007426857853,0.00013398835607152793,8.050461886760451e-06,2022,26614,94.5,77.3,27,67,1,26,3,0,d7935042,stall,step 207 flux
208,sess-A,DEBUG,alloc,8129,3121,9.684,0.00018595777060230952,5.9147541802483095e-05,1.3116099091317841e-05,3212,16819,32.9,13.9,15,173,35,53,3,1,65b3baa5,ok,step 208 conv
209,sess-B,WARN,mesh,7722,1089,29.197,0.0011172038831329732,0.003058307648999958,0.00012399921229285592,3137,30877,41.6,77.6,22,200,50,37,2,1,11a21624,ok,step 209 div
210,sess-D,DEBUG,bc,1116,4811,8.772,0.0017903999156281484,0.00040859631143238477,2.317653087582652e-06,3806,12736,97.1,61.6,19,150,15,0,0,1,15d55727,skip,step 210 flux
211,sess-B,ERROR,bc,2129,3545,53.246,0.00040402188993594743,0.00021100184753579306,0.0004767263436650051,1703,11049,78.1,32.4,7,119,22,38,1,0,b7c7df24,clamp,step 211 flux
212,sess-D,WARN,mesh,6484,3447,15.828,0.005585672739907124,0.002563151098113998,5.384724964225586e-05,1168,11543,89.3,39.1,25,78,37,1,3,0,c707caf2,stall,step 212 flux
213,sess-A,INFO,io,9628,4952,7.572,0.0013841193872507552,0.0003028021300146904,4.4973752157857615e-05,2366,12778,79.3,76.6,29,88,45,28,0,0,12ecc01a,stall,step 213 conv
214,sess-C,INFO,io,8999,2136,2.51,0.0002637719498727964,0.0010380493301468685,0.00015788703486949664,3112,12306,41.4,36.9,41,112,58,34,1,0,e103f09b,clamp,step 214 hold
215,sess-A,WARN,alloc,7872,3194,36.122,0.00016690138052413088,0.00015072548755038187,0.00010065779563130422,4180,5802,81.2,54.3,29,112,46,59,2,0,63941850,clamp,step 215 div
216,sess-B,TRACE,bc,8336,3524,15.74,0.00037290272116631285,0.0002675923759116172,9.619457963066445e-06,2410,22547,27.1,90.2,47,148,51,58,3,1,8a79cf65,retry,step 216 conv
217,sess-C,WARN,io,5802,958,10.068,0.0003706246993289972,0.0017104651950962957,6.090560601936789e-06,1153,16254,48.9,62.0,41,188,1,30,1,1,ca02001f,,step 217 flux
218,sess-D,INFO,post,5093,232,5.188,6.504994787722837e-05,0.0005746970447605146,9.993757518036978e-05,1482,15626,19.3,68.8,38,60,33,0,0,1,1004c5ed,clamp,step 218 flux
219,sess-C,INFO,post,7499,3529,4.251,0.0013149622819015386,3.814032086919879e-05,1.1821769311932112e-05,3605,16125,61.3,4.7,16,161,32,50,1,0,70082227,ok,step 219 flux
220,sess-D,INFO,alloc,1162,1835,6.727,2.8430729360207935e-05,0.00041852789418997356,6.042058690667801e-05,3712,19905,88.2,66.5,19,183,8,16,2,0,62b82674,stall,step 220 div
221,sess-C,INFO,bc,1089,4502,1.832,0.0008727606081622735,0.0005687164058144903,9.746988967032111e-05,3878,22539,58.0,40.6,42,22,55,2,3,0,a6d4ae55,clamp,step 221 flux
222,sess-B,DEBUG,solver,5019,84,19.66,0.00013774524815889276,0.0007287875182716124,8.634996920119277e-06,2239,11528,73.3,60.9,21,93,25,37,0,1,c632279d,retry,step 222 conv
223,sess-D,TRACE,alloc,2093,2779,8.219,0.0015624496455051789,0.000416460571728831,2.8335997322722053e-05,3914,10195,34.4,60.1,38,198,6,28,2,1,0672bcdc,,step 223 hold
224,sess-C,ERROR,chem,7381,3935,3.72,0.001717037323847412,0.0028121292633280707,2.47528677997781e-05,2656,27853,85.9,2.7,25,41,59,36,3,1,4f324e36,,step 224 div
225,sess-A,INFO,post,4853,540,17.023,0.001640385893239743,0.0013584329757650264,1.111938401951362e-05,2622,13426,25.0,78.9,17,235,22,10,1,1,0535f7ce,retry,step 225 conv
226,sess-A,INFO,mesh,9500,1079,21.327,0.00039662477021615327,0.00018076593060171428,4.3873474652908745e-05,1591,26138,66.2,6.8,15,237,26,31,0,0,7185e5b4,retry,step 226 hold
227,sess-D,INFO,alloc,6101,1030,16.014,0.0018887174536507565,2.8360124925431896e-05,0.00015579075763841516,4185,28205,14.6,76.8,27,193,44,7,2,1,635129da,ok,step 227 div
228,sess-B,DEBUG,solver,5299,1685,6.373,0.0007232690422361949,0.0011320947914437154,5.842202855751546e-06,3210,20968,76.9,58.8,17,227,21,24,3,0,e131a89f,,step 228 hold
229,sess-A,WARN,mesh,7264,1859,2.521,5.796634365314526e-05,0.0003145090752384808,0.00010316669132797438,2196,3645,34.7,61.0,1,218,12,51,3,0,a818a9ca,retry,step 229 conv
230,sess-D,INFO,mesh,3511,1717,2.711,0.0004819519313818181,0.0009484716595558865,1.3434414617848864e-05,3376,31777,49.7,99.0,26,209,21,52,2,1,b3be81c1,,step 230 flux
231,sess-C,INFO,io,2581,3725,5.588,8.856453466875687e-05,0.002448002751641819,5.2804908988618775e-05,1912,15899,68.2,23.5,34,81,12,8,2,0,dccd58e2,clamp,step 231 flux
232,sess-C,WARN,post,2719,4532,22.389,0.0008772857533361632,0.0014242780197712144,3.945705289417232e-06,2442,28696,93.0,48.8,36,239,60,24,0,1,05dcace0,retry,step 232 conv
233,sess-C,INFO,chem,7148,4244,17.357,0.0015173345847900974,7.499364824734685e-06,0.00011694489781391526,2859,9926,65.6,75.7,14,130,35,31,2,1,3250e00b,clamp,step 233 conv
234,sess-B,WARN,solver,6957,534,24.166,0.0005089849467453291,0.0007019627582325952,1.8744667789397193e-05,1810,17253,86.0,80.9,40,206,3,30,2,0,b4ebd81b,skip,step 234 flux
235,sess-B,WARN,io,7211,2957,16.396,0.0005742783533696878,0.0005732545830996046,0.0003204040915204672,856,18043,27.0,59.0,17,45,29,49,0,1,ca00256a,skip,step 235 flux
236,sess-D,TRACE,bc,8527,3779,2.118,0.001069330364098623,0.0017164570274835443,3.912785416883744e-06,1903,867,53.5,82.4,43,21,21,33,0,1,3ddda170,ok,step 236 flux
237,sess-D,DEBUG,chem,2169,1948,0.61,0.0011577067833940568,0.00236281411275232,0.00016905753190082153,2384,3190,88.3,17.2,5,177,36,6,2,0,d16b8815,,step 237 flux
238,sess-A,INFO,io,2531,2618,1.618,0.0028668446297505624,0.001432076702364662,4.321670030624953e-05,885,28013,13.4,96.5,27,221,17,31,0,0,09a55a10,clamp,step 238 flux
239,sess-D,DEBUG,post,9856,2879,39.892,0.0014462821172212675,0.0003320433234854224,2.5632178572759957e-05,1543,1649,69.6,86.6,39,249,37,55,0,0,d6c4a701,skip,step 239 conv
240,sess-A,INFO,bc,3853,3562,24.572,0.00014990228817465958,0.002807836726318651,7.096184307660944e-06,3120,14769,85.5,21.0,11,51,8,29,0,1,4f6c6c13,skip,step 240 hold
241,sess-A,TRACE,alloc,3009,113,2.369,0.00038678564840068796,0.0002598365360839211,0.00015623911540284667,3278,12902,45.7,91.6,37,173,37,51,1,0,cc15ee54,stall,step 241 hold
242,sess-B,WARN,bc,6278,627,7.553,0.00039481462766710406,0.00041956306275102526,0.000142967512722738,978,6419,19.6,23.8,37,152,57,60,0,1,399caaa9,stall,step 242 hold
243,sess-D,DEBUG,bc,9325,628,61.355,5.60440393224221e-05,0.0002054333790028502,0.00020421987634082025,4147,15457,36.7,59.0,43,201,41,3,0,1,ec355379,,step 243 div
244,sess-D,WARN,solver,3229,4151,31.695,0.0028235453399961265,0.0010255923080424636,5.021352656830193e-05,2953,22841,57.3,47.8,24,237,22,14,0,1,4d499fe9,clamp,step 244 flux
245,sess-A,DEBUG,io,5193,4807,10.206,4.6180463105345076e-05,0.00046626888815599833,0.00024398072333765413,2123,12345,26.3,31.6,28,15,19,59,3,1,17a8e039,retry,step 245 flux
246,sess-C,INFO,post,5959,4352,17.853,0.0010939428538975693,0.00142352155693802,1.8100500869269226e-05,3713,9669,44.8,23.4,47,185,42,8,0,1,f7c907a5,retry,step 246 div
247,sess-A,WARN,solver,8704,2273,27.501,9.344247143251133e-05,2.6040356001336864e-05,6.927974313663437e-05,2446,18295,73.1,58.5,38,125,26,56,2,1,41cb315f,retry,step 247 div
248,sess-C,INFO,alloc,4106,996,2.121,0.0020968510559008385,1.825129243999222e-05,0.000141935785894253,4061,19648,13.2,85.2,20,191,52,51,2,1,cefc135a,clamp,step 248 flux
249,sess-C,INFO,chem,4957,93,1.939,5.455702372794883e-05,0.0038397689877294277,3.719612543685656e-05,3591,13414,87.6,83.3,39,31,35,11,1,0,06509788,ok,step 249 conv
250,sess-D,INFO,post,9687,2057,0.967,0.0008963236306813045,0.00014394511412033116,2.042588252285594e-06,1883,1259,49.5,36.5,28,226,32,42,1,1,c995378d,stall,step 250 div
251,sess-A,INFO,io,9236,1472,10.203,0.0003505342953883272,0.00012839893947536775,8.750914114168255e-05,2795,22272,73.9,45.2,14,11,5,37,1,1,8f9ad64f,,step 251 hold
252,sess-B,WARN,chem,1134,2708,9.609,0.00018135065618952672,0.0002542831297356365,0.00021249649183708035,2972,19295,18.4,42.9,5,76,18,31,1,1,0d73fc9e,skip,step 252 div
253,sess-D,DEBUG,solver,4517,3034,3.442,0.00010017886202760002,0.00038645001231884743,0.0004003681621559598,1586,11482,53.5,47.0,27,84,56,50,1,0,c47446ad,,step 253 div
254,sess-C,WARN,bc,6741,3288,7.365,0.0003514871838044628,0.0010136854740250467,0.00041402201090483904,1330,26523,91.4,87.8,44,210,8,19,1,1,67cfa53a,stall,step 254 flux
255,sess-B,INFO,mesh,3519,1784,18.059,0.0032243308264087215,0.001939667238283834,8.868589387211087e-05,3591,4324,61.8,5.2,32,80,41,41,3,0,60cea045,retry,step 255 conv
256,sess-D,INFO,chem,6525,1632,9.32,0.0017939585838120844,0.0007578356938726068,0.00024336735780720834,1617,24457,25.7,8.1,41,190,49,40,1,1,7c81a50e,ok,step 256 flux
257,sess-B,INFO,post,3324,3819,12.493,0.0013515357078854194,0.006967974520434336,5.302050569736266e-05,2490,24787,29.8,30.5,21,132,54,0,1,1,b5a5c9fa,,step 257 hold
258,sess-A,INFO,chem,6694,827,14.022,0.0005139760432865861,0.0009153375734964248,7.900596205388706e-05,1810,4364,89.5,35.0,47,195,39,56,0,0,bca2b127,ok,step 258 div
259,sess-D,TRACE,alloc,3891,431,0.205,0.0004998318384337411,2.3928660974584563e-05,9.40228077578106e-07,1749,5223,71.4,14.7,4,41,54,32,1,1,7d1c0b28,clamp,step 259 div
260,sess-C,INFO,solver,1953,2568,0.36,0.002912919246837121,0.00023594553672053078,3.555954857222268e-05,3570,22336,96.2,48.1,40,103,35,29,1,1,b748f86e,stall,step 260 flux
261,sess-A,WARN,solver,2706,974,3.155,0.0012498970762883045,0.0017872395065002596,0.00024025861084467703,2511,7703,68.0,27.1,31,223,41,49,0,0,3d7f40d7,stall,step 261 div
262,sess-C,INFO,io,8944,228,33.756,0.0005193191439793535,0.0007517586105121781,7.63292260015259e-05,1388,13919,60.8,5.7,40,153,59,56,1,0,e9647c8c,ok,step 262 conv
263,sess-B,INFO,io,7262,1581,47.145,5.911410193228785e-05,1.676631802648742e-05,0.0002664321807649742,3737,10137,34.7,39.1,22,105,24,31,3,1,0443e75b,clamp,step 263 flux
264,sess-C,TRACE,turb,7495,837,29.779,0.0008907662625814468,0.0013164904388621908,7.801001406017229e-05,1138,8580,55.4,8.7,12,49,21,59,1,1,80fc81da,ok,step 264 flux
265,sess-B,INFO,solver,4616,3744,10.501,0.0008881444343789739,0.0005905489262515527,4.423343356549044e-05,4077,5360,89.3,44.9,46,235,41,8,1,0,4e5b45f2,retry,step 265 conv
266,sess-A,INFO,io,5354,986,16.444,0.0019272940061519268,0.003627829324209257,8.040229555010709e-05,3129,32162,41.4,9.3,15,194,17,44,2,1,e08dc96f,ok,step 266 flux
267,sess-B,INFO,turb,4796,2531,16.904,0.0007651945503537489,0.0013794622358865411,1.0251973032215303e-05,1223,24173,16.4,96.3,20,194,4,19,1,1,3b603204,retry,step 267 flux
268,sess-B,INFO,mesh,8542,1553,17.296,0.0010325336882763445,7.965835029802299e-05,6.236443866412668e-05,1583,16335,71.0,66.7,18,65,12,29,1,1,106b1423,stall,step 268 div
